baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	HGNC_symbol	label
ENSG00000114626.17	43.9113013306741	-0.574341370291994	0.613613448116071	-0.935998668307139	0.34927387336331	0.97212313431621	ABTB1	ABTB1
ENSG00000221838.9	793.375210770686	0.197096821850311	0.212512167797411	0.927461349122395	0.353687050582864	0.97212313431621	AP4M1	AP4M1
ENSG00000213281.4	477.822871393516	0.257276363850169	0.277965103412112	0.925570730613372	0.354669110132973	0.97212313431621	NRAS	NRAS
ENSG00000104946.12	129.985946713514	-0.356689868948844	0.38685310373471	-0.922029228938149	0.356513329736082	0.97212313431621	TBC1D17	TBC1D17
ENSG00000115875.18	2649.50899909661	0.198449505859594	0.217701369545811	0.911567558227205	0.361996406751352	0.97212313431621	SRSF7	SRSF7
ENSG00000154473.17	1145.76778394148	0.21414804740094	0.249982461889438	0.856652285853771	0.391637080269553	0.973681818840611	BUB3	BUB3
ENSG00000168763.15	206.360113024103	-0.307676414553701	0.363065817696326	-0.847439774159754	0.396750042794	0.973681818840611	CNNM3	CNNM3
ENSG00000166855.9	405.13833074864	0.223038204735584	0.265019167921106	0.841592728877562	0.400015960649949	0.973681818840611	CLPX	CLPX
ENSG00000006576.16	409.153950119892	-0.224639282775183	0.267817837208605	-0.838776405322885	0.40159479342986	0.973681818840611	PHTF2	PHTF2
ENSG00000123411.14	675.896229155612	0.191072295939895	0.230793091161969	0.827894348907532	0.407730335594611	0.973681818840611	IKZF4	IKZF4
ENSG00000166508.17	682.139083330199	0.26836257515832	0.324490291899879	0.82702805556082	0.40822115988628	0.973681818840611	MCM7	MCM7
ENSG00000165061.14	534.189706032265	-0.207960169733536	0.25322760518977	-0.821238148888584	0.411510630640428	0.973681818840611	ZMAT4	ZMAT4
ENSG00000112983.17	1982.58422154112	0.147382164594505	0.181075004496029	0.813928819191262	0.415685729786041	0.973681818840611	BRD8	BRD8
ENSG00000198795.10	635.859493654355	0.24601696005845	0.306967940058232	0.801441870482567	0.422875883685638	0.973681818840611	ZNF521	ZNF521
ENSG00000137947.11	704.342746323207	0.204758620438814	0.257282401120477	0.79585163830515	0.426118273572672	0.973681818840611	GTF2B	GTF2B
ENSG00000183395.4	3.59937001240585	2.14973072314818	2.71275548298452	0.792452816566826	0.428096693309687	0.973681818840611	PMCH	PMCH
ENSG00000158457.5	55.7715338022668	-0.480714453668346	0.608041111420135	-0.790595314427989	0.429180181962907	0.973681818840611	TSPAN33	TSPAN33
ENSG00000105856.13	356.741172102494	-0.228895659605707	0.293015410649482	-0.781172768689363	0.434700887516076	0.973681818840611	HBP1	HBP1
ENSG00000165805.9	186.859641123384	-0.298115878611325	0.384291425835094	-0.775754697007607	0.437893837494621	0.973948223108678	C12orf50	C12orf50
ENSG00000185022.11	115.768760459419	-0.313530351332914	0.410488920191226	-0.763797354595725	0.444988013542903	0.976672486543765	MAFF	MAFF
ENSG00000136960.12	57.4741507774193	0.522246779048093	0.688536324720223	0.75848834737993	0.448158686283205	0.977704999100799	ENPP2	ENPP2
ENSG00000271601.3	505.232341370734	-0.180779550727989	0.242320845840589	-0.746033838322415	0.455646974256575	0.981070652676479	LIX1L	LIX1L
ENSG00000138653.9	203.180364856823	0.314118611200886	0.433382977431741	0.724806066593513	0.46857101350292	0.981562405822502	NDST4	NDST4
ENSG00000141738.13	12.6314394108962	1.04767871956822	1.47274858368429	0.711376490987554	0.476850963048745	0.981562405822502	GRB7	GRB7
ENSG00000163558.12	469.776609133715	0.206106999376136	0.293139628582584	0.703101796139689	0.481992312902836	0.981562405822502	PRKCI	PRKCI
ENSG00000134207.15	211.613374488575	-0.269391437232705	0.384326314443448	-0.700944554428485	0.483337617831067	0.981562405822502	SYT6	SYT6
ENSG00000178035.11	1541.604109626	0.163799823121834	0.235875630544752	0.694433005832523	0.487410700931346	0.981562405822502	IMPDH2	IMPDH2
ENSG00000118922.17	671.490548433236	0.173819173473447	0.256615829039257	0.677351721147554	0.498182822318739	0.981562405822502	KLF12	KLF12
ENSG00000144306.14	367.894721788705	0.193525164952545	0.287202200949239	0.673828975937233	0.500420050726324	0.981562405822502	SCRN3	SCRN3
ENSG00000104067.16	255.515270412108	0.217110497336647	0.324015509735684	0.670062052010271	0.502818234452532	0.981562405822502	TJP1	TJP1
ENSG00000145569.5	29.7871114284405	0.51563060506029	0.776191554483445	0.66430844561745	0.506492916682352	0.982733032930526	FAM105A	FAM105A
ENSG00000169744.12	256.566541987327	0.233408823392129	0.366169309782969	0.637434151787523	0.523842088807992	0.982733032930526	LDB2	LDB2
ENSG00000065320.8	59.1061316811328	-0.421031095110741	0.671312290530036	-0.627176205545582	0.530543738674106	0.982733032930526	NTN1	
ENSG00000177169.9	252.429879504029	-0.181484770619059	0.289464084314762	-0.626968181730322	0.530680092265414	0.982733032930526	ULK1	
ENSG00000157954.14	447.00677592163	0.151826983658215	0.242631340090237	0.625751741723673	0.531477789446979	0.982733032930526	WIPI2	WIPI2
ENSG00000115844.10	1.22810475446718	3.05694092615658	4.90147576020336	0.623677658671058	0.532839298201825	0.982733032930526	DLX2	DLX2
ENSG00000134769.21	1382.26128675696	-0.130582324176685	0.216219552756903	-0.603933929710327	0.545887569637414	0.982733032930526	DTNA	
ENSG00000134138.19	1109.37277688343	0.493827468137445	0.848749932515377	0.581829169251213	0.560681754213401	0.984609438315421	MEIS2	MEIS2
ENSG00000152092.15	874.807803420124	-0.138008554003846	0.24209481457722	-0.570059933934792	0.568637048678068	0.985321535055712	ASTN1	
ENSG00000081913.13	230.333779189189	0.199900271735518	0.350851286965669	0.56975784089137	0.568841953509727	0.985321535055712	PHLPP1	PHLPP1
ENSG00000110987.8	494.307524778057	-0.134448958984283	0.237517418286266	-0.566059365053553	0.571353425344445	0.985321535055712	BCL7A	
ENSG00000144810.15	60.0448512650603	-0.292990901444347	0.520126668027953	-0.563306823999651	0.573225972161154	0.985321535055712	COL8A1	
ENSG00000007372.21	265.430331114395	0.27716480966288	0.507730229172911	0.545889911093889	0.585141613807312	0.987257507839206	PAX6	PAX6
ENSG00000080298.15	766.653987135753	0.12971481803501	0.238771704767334	0.543258750702509	0.586951660796543	0.987257507839206	RFX3	RFX3
ENSG00000198719.8	71.1203087552853	0.371677543863068	0.695662221754097	0.534278752302936	0.593148690411916	0.987257507839206	DLL1	DLL1
ENSG00000178381.11	549.281646394774	0.142547232618287	0.270238520615712	0.52748672651666	0.597855631615191	0.987257507839206	ZFAND2A	ZFAND2A
ENSG00000244405.7	157.37059844963	0.21649259947975	0.411751450061784	0.525784668025491	0.599037828384948	0.987257507839206	ETV5	ETV5
ENSG00000177732.8	840.263863303134	-0.127152229723071	0.243988442107548	-0.521140381178481	0.602268982280742	0.987257507839206	SOX12	
ENSG00000173575.20	1976.44468882983	0.101886579128434	0.196386789942854	0.518805664872273	0.603896267142185	0.987257507839206	CHD2	CHD2
ENSG00000198839.9	435.564734843945	-0.131555103009995	0.258304022447739	-0.509303346356568	0.610539612695777	0.987257507839206	ZNF277	
ENSG00000161011.19	994.401213565318	-0.124910137298001	0.25090476335034	-0.497838843830908	0.618597635045839	0.987521850340468	SQSTM1	
ENSG00000005884.17	511.546071826906	-0.12836920130379	0.272637779137063	-0.470841574891407	0.637753872803806	0.989582782975653	ITGA3	
ENSG00000165186.11	385.602528757987	0.160577247567794	0.356259040465103	0.450731712964133	0.652182922971058	0.989582782975653	PTCHD1	PTCHD1
ENSG00000032219.18	2273.35755109587	0.0835880516390412	0.188683650772185	0.443006329891109	0.657761156231942	0.989582782975653	ARID4A	ARID4A
ENSG00000117862.11	1214.68423777152	0.101236930395701	0.234180827568709	0.432302385497371	0.665521653614994	0.989582782975653	TXNDC12	TXNDC12
ENSG00000168209.4	53.8428736144125	-0.287858743083058	0.677920770319403	-0.424620037747822	0.671113683402703	0.989582782975653	DDIT4	
ENSG00000106665.15	511.640045419725	0.104901013117833	0.250431618197029	0.418880866054625	0.675303201408121	0.989582782975653	CLIP2	CLIP2
ENSG00000205268.10	448.04531477357	-0.118892987220923	0.285742124211396	-0.416084914147849	0.677347868571877	0.989582782975653	PDE7A	
ENSG00000013374.15	629.869558930888	0.0988511273052593	0.238309013998975	0.414802300787853	0.678286635145719	0.989582782975653	NUB1	NUB1
ENSG00000172421.8	88.9349034096531	-0.191331214956567	0.467911580816441	-0.408904636689523	0.682609646192531	0.989582782975653	EFCAB3	
ENSG00000114113.6	8.54755188012405	0.537476846409625	1.34223641907554	0.400433812382927	0.688837024215889	0.989582782975653	RBP2	RBP2
ENSG00000065243.19	436.960728944317	-0.0982237765570879	0.248404743142804	-0.395418281126059	0.692534219663905	0.989582782975653	PKN2	
ENSG00000111269.2	213.444249885567	0.117302081191205	0.312617643134522	0.375225403195587	0.707492839087625	0.989582782975653	CREBL2	CREBL2
ENSG00000166340.15	430.219479686392	0.117576127484996	0.313918963521833	0.374542927148837	0.708000425512701	0.989582782975653	TPP1	TPP1
ENSG00000180011.6	1114.85013733091	0.0811299375623369	0.226957176277873	0.357468042618781	0.720741446181077	0.991272503156585	ZADH2	ZADH2
ENSG00000090905.18	1842.94333276803	0.0837011283822586	0.235675809580981	0.355153668639452	0.722474472107867	0.991349683403737	TNRC6A	TNRC6A
ENSG00000119699.7	72.0989826569774	0.188378487690035	0.534742941841101	0.352278586495139	0.724629345653584	0.991457654209671	TGFB3	TGFB3
ENSG00000204231.10	381.936567579016	-0.0911697108573133	0.258890549561837	-0.352155422481102	0.724721705946159	0.991457654209671	RXRB	
ENSG00000078328.20	401.37233214191	-0.142180314270352	0.423903364839214	-0.335407373622243	0.737317806446042	0.993993396450763	RBFOX1	
ENSG00000109339.20	3292.4715333336	0.0611099950369427	0.186910243793656	0.326948345883099	0.743706953947037	0.996078381120039	MAPK10	MAPK10
ENSG00000143355.15	40.4406529939765	0.256577683056994	0.804684165047962	0.318855141186606	0.749836362234665	0.996078381120039	LHX9	LHX9
ENSG00000176697.18	2768.39550161409	-0.082062597949267	0.262474270975361	-0.312650065259045	0.754546536964107	0.996078381120039	BDNF	
ENSG00000008128.22	301.962807862644	-0.108604654473363	0.350613069866252	-0.309756434678241	0.756746183255716	0.996078381120039	CDK11A	
ENSG00000128512.20	180.137111825565	0.103479996307488	0.341375505945598	0.303126599610163	0.761793383656382	0.996288882356244	DOCK4	DOCK4
ENSG00000188038.7	14.322882585979	-0.388054099881369	1.30904993425582	-0.296439493808899	0.766894468231517	0.996595894737572	NRN1L	
ENSG00000153914.15	1903.83750343319	0.0583873135649863	0.197256424715606	0.295997018343844	0.767232358444481	0.996595894737572	SREK1	SREK1
ENSG00000183878.15	170.680825551098	-0.165013860504609	0.557587495342979	-0.295942541543381	0.767273961953844	0.996595894737572	UTY	
ENSG00000204673.10	58.338483321261	0.168842131490833	0.574094254017649	0.294101761704172	0.768680144742327	0.996595894737572	AKT1S1	AKT1S1
ENSG00000126368.5	24.8760220734638	0.255023635530005	0.884526956636026	0.288316408693629	0.773104547882827	0.997162081654087	NR1D1	NR1D1
ENSG00000147050.14	164.765104729159	0.12484192395241	0.455430006198841	0.274118793784315	0.78399333145655	0.997346890956973	KDM6A	KDM6A
ENSG00000048540.14	11621.566708224	0.0627481173032857	0.22966684762556	0.273213648169142	0.784688989238646	0.997346890956973	LMO3	LMO3
ENSG00000248333.8	315.808101278044	-0.0838638894912455	0.306992629506819	-0.273178836983716	0.78471574712667	0.997346890956973	CDK11B	
ENSG00000164144.15	262.6654465541	0.0810953890352266	0.300819207551054	0.269581818579399	0.787481989313937	0.997346890956973	ARFIP1	ARFIP1
ENSG00000010361.13	36.359143377651	-0.179598761700685	0.669308124231632	-0.268334949477664	0.788441506522986	0.997346890956973	FUZ	
ENSG00000171223.5	12.4641662472818	0.321163942595237	1.20374913430864	0.266803051766839	0.789620804435761	0.997346890956973	JUNB	JUNB
ENSG00000104517.12	822.829211782297	0.0577909981837517	0.217071134628348	0.266230691071371	0.790061547635547	0.997346890956973	UBR5	UBR5
ENSG00000169242.11	201.354197015289	0.112254110100717	0.499902597745481	0.224551963936521	0.822327837700956	0.997515088357008	EFNA1	EFNA1
ENSG00000171988.18	1336.91396152376	-0.0449731160520806	0.210327331353634	-0.21382440295629	0.830683994222658	0.997515088357008	JMJD1C	
ENSG00000197275.13	34.0817488607131	0.138806525612134	0.677680677349841	0.204825857149941	0.837708184204232	0.997515088357008	RAD54B	RAD54B
ENSG00000140538.16	1062.06848741955	0.05340872889382	0.263767409696932	0.202484184665522	0.83953822114998	0.997515088357008	NTRK3	NTRK3
ENSG00000185920.15	107.302354943852	-0.0880367473203041	0.472504239625816	-0.186319486551109	0.852194226963327	0.997515088357008	PTCH1	
ENSG00000108799.12	740.688284019477	-0.041172897481132	0.234249060596983	-0.175765475328708	0.860478194019416	0.997515088357008	EZH1	
ENSG00000181929.11	935.790350934841	0.0503862929909978	0.296090015841848	0.170172212148858	0.8648747044501	0.997515088357008	PRKAG1	PRKAG1
ENSG00000169306.9	236.278435166877	0.0659656730101682	0.396781862017525	0.166251735083734	0.867958847187101	0.997515088357008	IL1RAPL1	IL1RAPL1
ENSG00000162337.11	79.0268335687075	-0.0768395425901597	0.463985224397128	-0.165607736086855	0.868465658849712	0.997515088357008	LRP5	
ENSG00000105926.15	119.318051071445	0.0653202972571343	0.413186238565289	0.158089237153557	0.874386481470884	0.997515088357008	MPP6	MPP6
ENSG00000135365.15	694.902175817442	-0.0388619355664266	0.246264871647646	-0.157805436505902	0.874610114626291	0.997515088357008	PHF21A	
ENSG00000150764.13	829.164200928721	0.0351422423786962	0.223538322850897	0.157209027653556	0.875080113733229	0.997515088357008	DIXDC1	DIXDC1
ENSG00000204220.11	111.966791907474	0.0799091987891299	0.560539197072049	0.142557735848861	0.886639478369156	0.997564972263607	PFDN6	PFDN6
ENSG00000136717.14	161.442560366872	-0.0612338094390932	0.468419108029266	-0.130724405536564	0.895993325188612	0.997564972263607	BIN1	
ENSG00000136478.7	293.619320627085	0.0301123042238376	0.287292683686906	0.104814030894898	0.916523376333491	0.997564972263607	TEX2	TEX2
ENSG00000113739.10	3.56897316257968	0.225918495410121	2.18805150016961	0.103250995414234	0.917763767660724	0.997564972263607	STC2	STC2
ENSG00000170791.17	271.601883397009	0.0313762568748606	0.308791718640672	0.101609774423296	0.919066420741179	0.997564972263607	CHCHD7	CHCHD7
ENSG00000141293.15	43.4786496536899	0.0762828674893841	0.778118868731302	0.0980349796860226	0.921904517366304	0.997564972263607	SKAP1	SKAP1
ENSG00000167693.16	354.613633510473	0.0270408389687048	0.309949845243826	0.0872426277465402	0.930478656465672	0.997564972263607	NXN	NXN
ENSG00000106066.14	184.769956486697	0.0315388636608045	0.432210980536417	0.0729709912081864	0.941829201614194	0.997564972263607	CPVL	CPVL
ENSG00000124177.14	1775.48061654981	-0.014390202130535	0.199368525659144	-0.0721789062890376	0.94245953172463	0.997564972263607	CHD6	
ENSG00000197361.7	22.3947918656681	-0.0479019143207522	0.830038619851194	-0.0577104645195183	0.953979258109141	0.997564972263607	FBXL22	
ENSG00000169554.18	186.191929637053	0.0219917877553312	0.398947038974272	0.055124579472689	0.956039214325699	0.997564972263607	ZEB2	ZEB2
ENSG00000113658.16	539.736041299522	0.0102030504903755	0.239371453258792	0.042624341171312	0.9660009916716	0.997564972263607	SMAD5	SMAD5
ENSG00000146197.8	1509.70508231912	-0.00697016643401869	0.229119730633468	-0.0304215023941746	0.975730896360011	0.997564972263607	SCUBE3	
ENSG00000102678.6	524.829535176542	-0.00719485435232903	0.280365021679857	-0.0256624535729164	0.979526571695199	0.997705130581151	FGF9	
ENSG00000064692.18	173.624787405101	0.00947096610877636	0.37159690329985	0.0254872040769781	0.979666354840531	0.9977676928639	SNCAIP	SNCAIP
ENSG00000164093.15	3732.75147294581	-0.00232422298067683	0.236181783679894	-0.00984082237191899	0.992148286493039	0.998529715514136	PITX2	
ENSG00000171956.6	264.351601756183	0.00362466936511894	0.397577316256217	0.00911689177654956	0.992725873577249	0.998529715514136	FOXB1	FOXB1
